,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
4999,gold,Metal,Tolima,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
6610,"metal,silk,thread",Textiles,Iranian,1275,Middle Ages,-1.0,-1.0,-1.0,-1.0
1263,wood,Woodwork,French,1400,Middle Ages,57.8,-1.0,59.1,35.6
3185,cotton,Textiles,Wari,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
9137,bronze,Sculpture,Sri,800,Middle Ages,22.9,-1.0,11.7,-1.0
8241,cotton,Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
7922,"gilt,silver",Metal,Peru,700,Middle Ages,7.6,-1.0,1.5,-1.0
12294,iron,Metalwork,German,1400,Middle Ages,15.5,-1.0,4.4,2.3
4819,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
11512,ink,Ceramics,Coptic,580,Middle Ages,4.4,-1.0,5.2,-1.0
8400,iron,Metalwork,German,1480,Middle Ages,-1.0,7.9,-1.0,-1.0
9031,bronze,Sculpture,Indonesia,900,Middle Ages,-1.0,4.5,-1.0,-1.0
7868,glass,Glass,Frankish,500,Middle Ages,0.4,-1.0,0.5,-1.0
9203,copper,Metal,Chimú,1100,Middle Ages,-1.0,11.4,-1.0,-1.0
3581,"gold,wood",Sculpture,Japan,1167,Middle Ages,83.8,-1.0,24.1,-1.0
7141,silk,Textiles,German,1375,Middle Ages,160.0,-1.0,158.8,-1.0
6557,"ink,metal",Manuscripts,German,1425,Middle Ages,48.3,-1.0,36.0,-1.0
9955,silver,Metalwork,Frankish,600,Middle Ages,8.4,-1.0,8.3,0.4
5817,silver,Metal,Peru,1000,Middle Ages,-1.0,3.81,-1.0,-1.0
4381,"alloy,copper,steel",Shafted,German or Austrian,1425,Middle Ages,-1.0,-1.0,13.0,44.0
11066,bronze,Metalwork,China,618,Middle Ages,5.4,-1.0,-1.0,27.3
628,gold,Jewelry,China,618,Middle Ages,1.9,-1.0,8.9,-1.0
7779,color,Ceramics,Japan,500,Middle Ages,31.5,-1.0,-1.0,-1.0
9207,gold,Metal,Coclé,700,Middle Ages,-1.0,-1.0,-1.0,-1.0
6668,"gilt,silver",Metal,Peru,700,Middle Ages,-1.0,20.3,-1.0,-1.0
11646,cotton,Textiles,Wari,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
9841,copper,Enamels,French,1100,Middle Ages,18.7,-1.0,16.0,0.3
3207,"color,ink,paper",Paintings,China,1291,Middle Ages,-1.0,30.8,-1.0,-1.0
10715,glass,Glass,Syrian,1201,Middle Ages,-1.0,-1.0,-1.0,6.0
3073,gold,Metal,Lambayeque,900,Middle Ages,-1.0,-1.0,-1.0,-1.0
264,terracotta,Sculpture,Central,1100,Middle Ages,3.8,-1.0,6.3,-1.0
166,glass,Glass,Syrian,1201,Middle Ages,-1.0,6.7,-1.0,-1.0
8475,gold,Jewelry,Sulawesi,1000,Middle Ages,4.5,-1.0,-1.0,-1.0
4705,"alloy,iron",Armor,Italian,1400,Middle Ages,25.7,-1.0,23.2,-1.0
2770,"alloy,copper",Metalwork,Byzantine,1100,Middle Ages,28.0,-1.0,5.5,0.6
9880,"ink,metal",Manuscripts,German,1425,Middle Ages,51.7,-1.0,37.8,-1.0
12025,"color,paper",Paintings,Tibet,1300,Middle Ages,64.4,-1.0,14.9,-1.0
5829,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,3.8
5670,"gilt,silver",Metalwork,Anglo-Saxon,500,Middle Ages,2.1,-1.0,4.2,0.7
2228,steel,Equestrian,German,1401,Middle Ages,61.0,-1.0,33.0,-1.0
9576,copper,Metalwork,Islamic,684,Middle Ages,-1.0,2.3,-1.0,-1.0
12982,"gilt,silver",Metal,Peru,700,Middle Ages,-1.0,7.7,-1.0,-1.0
3484,silver,Metalwork,Byzantine,629,Middle Ages,26.6,-1.0,4.0,-1.0
1365,ware,Ceramics,China,960,Middle Ages,9.2,-1.0,4.8,-1.0
5907,glass,Glass,European or Middle Eastern,1125,Middle Ages,8.3,-1.0,-1.0,-1.0
11586,wood,Wood,Alanic,600,Middle Ages,5.38,-1.0,15.54,-1.0
12633,iron,Equestrian,Germanic,950,Middle Ages,19.7,-1.0,12.1,-1.0
7717,"color,ink,silk",Paintings,China,1487,Middle Ages,141.0,-1.0,71.1,-1.0
2759,ink,Ceramics,Coptic,600,Middle Ages,6.2,-1.0,8.0,-1.0
3300,"color,ink,silk",Paintings,China,1200,Middle Ages,23.8,-1.0,24.1,-1.0
7300,iron,Ceramics,Thailand,1300,Middle Ages,12.6,-1.0,-1.0,-1.0
2026,"alloy,copper",Metalwork,Frankish,600,Middle Ages,3.4,-1.0,0.3,-1.0
57,ware,Ceramics,China,1000,Middle Ages,-1.0,11.4,-1.0,-1.0
3082,bronze,Medals,Italian,1446,Middle Ages,-1.0,-1.0,-1.0,-1.0
11696,"gilt,silver",Metal,Peru,700,Middle Ages,-1.0,9.2,-1.0,-1.0
10361,steel,Armor,Italian,1425,Middle Ages,21.0,-1.0,10.5,-1.0
3120,cotton,Textiles,Chancay,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
23,"glass,metal",Glass,European,1300,Middle Ages,3.8,-1.0,12.7,-1.0
7127,silver,Metalwork,Ostrogothic,500,Middle Ages,8.7,-1.0,4.3,1.0
10198,cotton,Textiles,Chimú,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
8458,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
204,gold,Metalwork,Indonesia,700,Middle Ages,-1.0,-1.0,4.6,-1.0
6815,ink,Ceramics,Coptic,600,Middle Ages,9.0,-1.0,10.5,-1.0
5112,gold,Metal,Chiriquí,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0
4552,gold,Jewelry,India,800,Middle Ages,11.8,-1.0,28.3,-1.0
7482,"gilt,glass,silver",Metalwork,Frankish,500,Middle Ages,10.7,-1.0,39.2,1.2
3209,glass,Glass,French,1300,Middle Ages,67.3,-1.0,50.2,-1.0
11708,"ink,silk",Paintings,Japan,1336,Middle Ages,116.2,-1.0,51.8,-1.0
4442,bronze,Metalwork,Sasanian,500,Middle Ages,3.3,-1.0,1.5,2.3
5286,gold,Jewelry,Indonesia,700,Middle Ages,1.5,-1.0,-1.0,-1.0
4139,gold,Metal,Veraguas,1000,Middle Ages,-1.0,12.2,-1.0,-1.0
11976,steel,Armor,Italian,1425,Middle Ages,35.6,-1.0,8.9,-1.0
6720,"color,ink,silk",Paintings,Japan,1387,Middle Ages,109.2,-1.0,40.0,-1.0
3868,"glass,metal",Glass,French,1400,Middle Ages,8.5,-1.0,4.5,-1.0
9897,gold,Jewelry,Indonesia,1300,Middle Ages,-1.0,-1.0,1.3,-1.0
9030,silver,Metalwork,Byzantine,500,Middle Ages,-1.0,8.9,-1.0,-1.0
737,bronze,Metalwork,Indonesia,1400,Middle Ages,-1.0,18.7,-1.0,9.7
11630,silver,Metalwork,South,1440,Middle Ages,-1.0,-1.0,-1.0,-1.0
5033,"alloy,copper",Sculpture,Northeastern,700,Middle Ages,23.5,-1.0,7.9,-1.0
3672,iron,Metalwork,German,1400,Middle Ages,6.8,-1.0,2.0,1.1
3434,"gold,wood",Paintings,Italian,1350,Middle Ages,21.0,-1.0,34.3,-1.0
472,iron,Daggers,German,1301,Middle Ages,-1.0,-1.0,6.0,32.1
3999,gold,Metal,Tolima,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
11868,"gilt,silver",Metalwork,Frankish,500,Middle Ages,1.9,-1.0,0.6,-1.0
7829,steel,Miscellaneous,German,1450,Middle Ages,2.5,-1.0,3.3,-1.0
12445,iron,Metalwork,European,1400,Middle Ages,-1.0,11.9,-1.0,-1.0
3704,"ink,silk",Paintings,China,960,Middle Ages,160.0,-1.0,97.8,-1.0
10186,cotton,Textiles,Wari,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
2751,"copper,silver,wood",Metal,Chimú or Chancay,1100,Middle Ages,-1.0,39.0,-1.0,-1.0
6414,wood,Sculpture,German,1200,Middle Ages,6.0,-1.0,4.3,1.2
3335,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,2.5
12409,"alloy,gold",Metal,Tairona,900,Middle Ages,-1.0,-1.0,-1.0,-1.0
6424,"gold,ink,paper,silver",Miscellaneous,South,1475,Middle Ages,13.2,-1.0,7.0,-1.0
507,glass,Glass,French,1400,Middle Ages,6.4,-1.0,6.7,-1.0
3945,"metal,silk,thread",Textiles,Italian,1485,Middle Ages,51.8,-1.0,41.9,-1.0
8209,glass,Glass,Syrian or Crusader,1201,Middle Ages,-1.0,-1.0,-1.0,5.1
4398,glass,Glass,European,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0
7062,"alloy,copper",Metalwork,Indonesia,1250,Middle Ages,53.0,-1.0,12.7,-1.0
5065,glass,Glass,Islamic,1200,Middle Ages,45.7,-1.0,-1.0,-1.0
2411,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
1290,"alloy,copper,iron,silver",Metalwork,Frankish or Burgundian,600,Middle Ages,15.5,-1.0,7.8,2.5
3940,bronze,Miscellaneous,European,1401,Middle Ages,2.2,-1.0,4.3,-1.0
6613,bronze,Sculpture,Tibet,1100,Middle Ages,54.0,-1.0,20.3,-1.0
9420,"color,ink,silk",Paintings,Japan,1300,Middle Ages,123.8,-1.0,74.3,-1.0
2157,cotton,Textiles,Moche-Wari,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
9617,gold,Jewelry,Indonesia,850,Middle Ages,0.3,2.1,-1.0,-1.0
2425,wood,Sculpture,German,1450,Middle Ages,26.4,-1.0,16.5,12.7
9632,"porcelain,ware",Ceramics,China,1471,Middle Ages,-1.0,28.6,-1.0,-1.0
6586,gold,Jewelry,Indonesia,750,Middle Ages,5.0,1.6,-1.0,-1.0
4467,silk,Textiles,China,600,Middle Ages,25.4,-1.0,39.4,-1.0
432,ink,Ceramics,Coptic,580,Middle Ages,26.0,-1.0,23.0,9.1
11280,"copper,gilt",Cloisonné,China,1368,Middle Ages,24.1,15.2,-1.0,-1.0
12107,glass,Glass,European or Middle Eastern,1125,Middle Ages,8.3,-1.0,-1.0,-1.0
12670,"alloy,copper,steel",Helmets,British or Flemish,1465,Middle Ages,40.0,-1.0,21.6,-1.0
12335,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
10078,bronze,Metalwork,China,1426,Middle Ages,7.0,12.7,-1.0,-1.0
12358,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
41,bronze,Idiophone,Javanese,1000,Middle Ages,14.0,-1.0,6.4,6.4
5068,steel,Swords,Italian,1301,Middle Ages,12.7,-1.0,-1.0,-1.0
4024,"copper,gilt,silver",Beads,Peruvian,1200,Middle Ages,2.2,-1.0,46.7,-1.0
5795,"copper,gold",Enamels,Byzantine,1095,Middle Ages,13.3,-1.0,3.8,-1.0
2478,iron,Metalwork,Carolingian,800,Middle Ages,6.1,-1.0,2.0,1.9
5442,"gilt,silver",Metalwork,Frankish,550,Middle Ages,3.2,-1.0,2.5,0.7
3823,silver,Metal,Chimú,1100,Middle Ages,-1.0,24.9,-1.0,-1.0
12367,bronze,Mirrors,Korea,918,Middle Ages,-1.0,14.3,-1.0,-1.0
2874,wood,Sculpture,Japan,1100,Middle Ages,10.2,-1.0,-1.0,-1.0
7319,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
5482,silver,Metal,Chimú,1300,Middle Ages,-1.0,19.5,-1.0,-1.0
405,ink,Ceramics,Coptic,580,Middle Ages,20.7,-1.0,22.5,10.9
7088,silver,Metalwork,Sasanian,500,Middle Ages,17.4,-1.0,9.8,9.8
1260,bronze,Sculpture,Indonesia,650,Middle Ages,-1.0,6.0,-1.0,-1.0
1869,"gold,silver",Enamels,Byzantine,1100,Middle Ages,-1.0,8.3,-1.0,-1.0
555,copper,Miscellaneous,Spanish,1301,Middle Ages,6.0,-1.0,3.8,-1.0
1512,gold,Metal,Chiriqui,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0
4879,"color,ink,silk",Paintings,China,1167,Middle Ages,129.5,-1.0,49.5,-1.0
11014,bronze,Medals,Italian,1457,Middle Ages,-1.0,8.1,-1.0,-1.0
1000,silver,Sculpture,Indonesia,800,Middle Ages,-1.0,-1.0,-1.0,-1.0
6914,steel,Shafted,German,1470,Middle Ages,30.5,-1.0,6.7,-1.0
9125,ink,Papyrus,Coptic,600,Middle Ages,5.5,-1.0,6.9,-1.0
10943,bronze,Metalwork,Sri,1200,Middle Ages,21.5,-1.0,44.2,-1.0
7899,"copper,gilt",Jewelry,Japan,550,Middle Ages,-1.0,2.9,-1.0,-1.0
3746,ink,Miscellaneous,Coptic,600,Middle Ages,11.6,-1.0,12.6,-1.0
1670,cotton,Textiles,India,1371,Middle Ages,-1.0,-1.0,-1.0,-1.0
2859,wood,Wood,Peru,700,Middle Ages,-1.0,-1.0,-1.0,-1.0
10697,gold,Metalwork,China,600,Middle Ages,-1.0,3.2,-1.0,-1.0
3447,bronze,Metalwork,Indonesia,1150,Middle Ages,40.7,-1.0,-1.0,-1.0
7267,iron,Metalwork,French,1300,Middle Ages,6.3,-1.0,7.2,1.8
6370,"alloy,copper",Metalwork,North,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
3562,bronze,Sculpture,Indonesia,650,Middle Ages,7.6,-1.0,-1.0,-1.0
2254,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
4685,steel,Armor,Italian,1401,Middle Ages,37.5,-1.0,16.5,-1.0
5205,iron,Ceramics,Thailand,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
6553,ink,Ceramics,Coptic,600,Middle Ages,11.6,-1.0,14.3,-1.0
1103,copper,Metal,Moche,500,Middle Ages,11.0,-1.0,9.5,-1.0
3998,metal,Metalwork,Alanic,600,Middle Ages,2.24,-1.0,1.91,-1.0
6556,"gilt,silver,thread",Textiles,British,1330,Middle Ages,-1.0,-1.0,-1.0,-1.0
4405,"color,ink,silk",Paintings,China,960,Middle Ages,23.8,-1.0,19.1,-1.0
11752,bronze,Metalwork,Indonesia,1000,Middle Ages,-1.0,18.6,-1.0,-1.0
7358,steel,Helmets,Italian,1435,Middle Ages,28.9,-1.0,20.0,-1.0
3844,gold,Metal,Colombia,1200,Middle Ages,-1.0,1.6,-1.0,-1.0
4706,"bronze,gilt",Sculpture,China,1000,Middle Ages,15.6,-1.0,13.0,-1.0
5785,copper,Metal,Moche,500,Middle Ages,-1.0,11.5,-1.0,-1.0
4463,"metal,silk,thread",Textiles,Italian,1300,Middle Ages,61.0,-1.0,16.5,-1.0
12498,"metal,silk,thread",Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
3601,"alloy,iron",Equestrian,German or Slavic,1201,Middle Ages,-1.0,-1.0,6.7,14.6
11334,wood,Ceramics,Korea,800,Middle Ages,21.0,-1.0,13.7,-1.0
2313,steel,Mail,German,1401,Middle Ages,-1.0,-1.0,-1.0,73.66
7801,metal,Jewelry,Indonesia,1300,Middle Ages,5.6,-1.0,6.0,-1.0
8347,"copper,gold",Miscellaneous,Spanish,1375,Middle Ages,4.1,-1.0,3.5,-1.0
10324,"glass,metal",Glass,Austrian,1400,Middle Ages,50.8,-1.0,43.2,-1.0
8285,"copper,gold,silver,steel,thread",Swords,Spanish,1451,Middle Ages,-1.0,-1.0,10.2,95.3
10660,wood,Textiles,Peruvian,900,Middle Ages,20.96,-1.0,0.64,-1.0
8793,ink,Papyrus,Coptic,600,Middle Ages,10.9,-1.0,11.3,-1.0
12006,bronze,Metalwork,Indonesia,1000,Middle Ages,-1.0,19.1,-1.0,-1.0
1213,wood,Wood,Inca,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
4044,gold,Metal,Veraguas,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0
7064,bronze,Mirrors,Korea,918,Middle Ages,-1.0,10.2,-1.0,-1.0
1577,"copper,gilt",Reproductions,French,1200,Middle Ages,34.9,-1.0,14.9,5.7
6436,ink,Ceramics,Coptic,600,Middle Ages,8.8,-1.0,8.5,-1.0
6501,"color,ink,paper",Paintings,China,1368,Middle Ages,54.5,-1.0,20.0,-1.0
5242,"copper,gold",Miscellaneous,Spanish,1275,Middle Ages,8.3,-1.0,7.1,-1.0
1554,"color,ink,silk",Paintings,China,960,Middle Ages,20.6,-1.0,23.8,-1.0
2206,ink,Papyrus,Coptic,600,Middle Ages,9.4,-1.0,12.2,-1.0
9620,iron,Stone,Maya,575,Middle Ages,-1.0,-1.0,-1.0,-1.0
9199,"alloy,copper",Metalwork,Frankish,500,Middle Ages,2.7,-1.0,1.9,0.9
8296,"alloy,copper,silver",Metalwork,Vendel,550,Middle Ages,5.4,-1.0,3.2,1.0
859,copper,Metal,Moche,500,Middle Ages,8.1,-1.0,9.8,-1.0
9414,"copper,gilt",Enamels,French,1205,Middle Ages,13.2,-1.0,10.0,0.2
6821,"color,ink,paper",Paintings,China,1368,Middle Ages,-1.0,-1.0,132.1,-1.0
9307,silver,Metal,Peru,1000,Middle Ages,-1.0,-1.0,-1.0,3.5
6123,"gilt,wood",Sculpture,Spanish,1200,Middle Ages,145.4,-1.0,37.1,20.3
10687,metal,Armor,Italian,1400,Middle Ages,19.1,-1.0,17.5,-1.0
2777,ink,Ceramics,Coptic,600,Middle Ages,10.0,-1.0,12.2,-1.0
9035,glass,Glass,European or Middle Eastern,1125,Middle Ages,8.3,-1.0,-1.0,-1.0
6112,"glass,paste,silver",Metalwork,Frankish,500,Middle Ages,3.8,-1.0,3.6,1.2
6813,"ink,silk",Paintings,China,1300,Middle Ages,113.0,-1.0,50.2,-1.0
8026,"gilt,silver",Metal,Peru,700,Middle Ages,-1.0,7.1,-1.0,-1.0
50,"alloy,copper,iron,silver",Metalwork,Anglo-Saxon,875,Middle Ages,4.7,-1.0,9.7,2.3
8992,gold,Metalwork,Northwest,650,Middle Ages,1.6,-1.0,-1.0,-1.0
1537,"metal,silk,thread",Textiles,Spanish,1300,Middle Ages,12.7,-1.0,14.0,-1.0
181,gold,Metalwork,Byzantine,500,Middle Ages,-1.0,45.2,-1.0,-1.0
12946,"porcelain,ware",Ceramics,China,1127,Middle Ages,7.0,18.4,-1.0,-1.0
4917,"gilt,glass,silver,wood",Metalwork,French,1180,Middle Ages,29.8,-1.0,12.5,2.5
11683,color,Ceramics,China,700,Middle Ages,14.6,-1.0,22.5,-1.0
9436,"porcelain,ware",Ceramics,China,1426,Middle Ages,8.3,11.1,-1.0,-1.0
4200,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.1
12939,"glass,metal",Glass,German,1290,Middle Ages,76.5,-1.0,35.6,-1.0
2171,steel,Mail,German,1401,Middle Ages,-1.0,-1.0,-1.0,-1.0
8990,bronze,Sculpture,Indonesia,900,Middle Ages,4.7,-1.0,-1.0,-1.0
1720,"silk,silver,thread",Textiles,German,1400,Middle Ages,105.4,-1.0,16.5,-1.0
4722,gold,Metal,Chimú,1350,Middle Ages,-1.0,-1.0,-1.0,-1.0
3632,"gold,wood",Sculpture,Burma,1100,Middle Ages,197.5,-1.0,48.9,-1.0
2018,color,Sculpture,China,500,Middle Ages,12.1,-1.0,14.6,-1.0
1712,"copper,gilt,iron,silk",Armor,Japanese,1300,Middle Ages,69.9,-1.0,43.2,-1.0
12540,copper,Reproductions,French,1100,Middle Ages,134.6,-1.0,11.4,5.6
2976,"ink,metal",Manuscripts,German,1425,Middle Ages,48.8,-1.0,35.0,-1.0
2849,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
10876,ink,Ceramics,Coptic,600,Middle Ages,10.8,-1.0,45.0,-1.0
1476,"alloy,iron",Armor,Italian,1400,Middle Ages,25.6,-1.0,19.1,-1.0
12369,wood,Textiles,Peruvian,900,Middle Ages,20.32,-1.0,0.64,-1.0
3978,"gilt,silver",Enamels,French,1440,Middle Ages,18.7,-1.0,13.5,13.5
7142,metal,Armor,Italian,1400,Middle Ages,23.5,-1.0,18.9,-1.0
12722,"ink,paper",Calligraphy,Japan,1034,Middle Ages,20.8,-1.0,12.3,-1.0
11272,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
11048,"bronze,gilt",Sculpture,Cambodia or Thailand,1200,Middle Ages,33.7,-1.0,11.4,-1.0
5390,"gold,wood",Paintings,Spanish,1350,Middle Ages,-1.0,-1.0,-1.0,-1.0
5487,ink,Ceramics,Coptic,600,Middle Ages,12.4,-1.0,16.6,-1.0
2435,glass,Glass,Frankish,500,Middle Ages,10.2,-1.0,6.9,-1.0
9487,"gilt,terracotta,wood",Sculpture,Italian,1475,Middle Ages,-1.0,54.6,-1.0,-1.0
6683,copper,Metal,Moche,500,Middle Ages,19.1,-1.0,13.0,-1.0
11924,silk,Textiles,South,1467,Middle Ages,78.7,-1.0,167.6,-1.0
3514,wood,Textiles,Peruvian,900,Middle Ages,21.59,-1.0,0.64,-1.0
11287,"alloy,copper,iron",Equestrian,Tibetan or Mongolian,1401,Middle Ages,53.3,-1.0,51.4,-1.0
7116,gold,Metal,Moche,500,Middle Ages,-1.0,8.9,-1.0,-1.0
4122,copper,Metal,Moche,500,Middle Ages,-1.0,5.0,-1.0,-1.0
288,cotton,Textiles,Chimú,1455,Middle Ages,-1.0,-1.0,-1.0,-1.0
690,"ink,silk",Paintings,China,1368,Middle Ages,180.3,-1.0,97.5,-1.0
2866,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,3.8
5155,metal,Ivories,French,1350,Middle Ages,-1.0,-1.0,-1.0,-1.0
8948,"silk,thread",Textiles,China,1100,Middle Ages,22.0,-1.0,34.0,-1.0
9725,copper,Enamels,French,1475,Middle Ages,21.2,-1.0,18.6,0.2
12950,"gold,ink,paper",Paintings,India,1400,Middle Ages,11.1,-1.0,27.0,-1.0
7177,"glass,gold",Metalwork,Byzantine,500,Middle Ages,4.4,-1.0,2.6,0.5
11002,"color,ink,silk",Paintings,Japan,1200,Middle Ages,93.3,-1.0,52.7,-1.0
9529,bronze,Sculpture,Indonesia,867,Middle Ages,12.1,-1.0,7.0,-1.0
1952,"alloy,bronze,copper",Metalwork,Frankish,600,Middle Ages,7.3,-1.0,5.5,0.2
1657,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.1
11698,"copper,gilt",Metal,Chimú,1100,Middle Ages,-1.0,8.8,-1.0,-1.0
6529,gold,Jewelry,Indonesia,700,Middle Ages,2.4,-1.0,-1.0,-1.0
9427,silver,Metal,Central,1000,Middle Ages,-1.0,3.81,-1.0,-1.0
12937,"color,ink,silk",Paintings,Korea,1300,Middle Ages,94.6,-1.0,55.6,-1.0
318,gold,Coins,British,1327,Middle Ages,2.0,-1.0,0.1,-1.0
1345,"gold,silk,thread",Textiles,China,1368,Middle Ages,36.83,-1.0,36.83,-1.0
5446,iron,Swords,Western,1101,Middle Ages,-1.0,-1.0,17.1,95.9
4820,"ink,silk",Textiles,China,1271,Middle Ages,24.0,-1.0,16.8,-1.0
10699,"gilt,silver",Metal,Peru,700,Middle Ages,-1.0,12.1,-1.0,-1.0
78,"glass,metal",Glass,French,1200,Middle Ages,7.5,-1.0,2.5,-1.0
7115,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,6.4
12175,silver,Metal,Chimú,1100,Middle Ages,-1.0,3.5,-1.0,-1.0
6189,iron,Equestrian,Norwegian,801,Middle Ages,15.2,-1.0,14.0,-1.0
5349,bronze,Miscellaneous,French,1301,Middle Ages,2.5,-1.0,2.2,-1.0
2732,ware,Ceramics,China,1200,Middle Ages,20.3,-1.0,-1.0,-1.0
6102,iron,Metalwork,German or Spanish,1485,Middle Ages,-1.0,-1.0,-1.0,-1.0
5393,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
9065,steel,Shafted,German,1475,Middle Ages,-1.0,-1.0,7.0,11.4
4690,terracotta,Sculpture,China,500,Middle Ages,2.5,-1.0,3.8,-1.0
2596,"alloy,copper",Miscellaneous,Visigothic,601,Middle Ages,4.0,-1.0,-1.0,8.7
8920,"bronze,gilt,silver",Metalwork,Japan,1392,Middle Ages,-1.0,30.2,-1.0,-1.0
6346,"gold,iron",Jewelry,China,1368,Middle Ages,-1.0,-1.0,2.2,4.4
8890,bronze,Sculpture,China,900,Middle Ages,29.2,-1.0,10.2,-1.0
5708,"alloy,copper,iron",Metalwork,Frankish,600,Middle Ages,26.9,-1.0,4.6,1.6
8123,"copper,gilt",Metal,Chimú,1100,Middle Ages,-1.0,8.8,-1.0,-1.0
8281,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
11802,ink,Ceramics,Coptic,580,Middle Ages,6.5,-1.0,9.0,-1.0
6615,iron,Ceramics,Thailand,1300,Middle Ages,11.6,-1.0,-1.0,-1.0
704,"bronze,silver",Reproductions,Irish,1106,Middle Ages,38.7,-1.0,6.4,7.6
9402,steel,Armor,Italian,1480,Middle Ages,49.3,-1.0,39.0,-1.0
10968,"alloy,iron,paper,steel,wood",Archery,Western or Central European; quiver,1275,Middle Ages,-1.0,-1.0,-1.0,-1.0
10532,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
10824,"gold,silk,thread",Textiles,British,1300,Middle Ages,147.3,-1.0,19.1,-1.0
8602,ware,Ceramics,China,1200,Middle Ages,-1.0,17.1,-1.0,-1.0
301,"metal,silk,thread",Textiles,Italian,1450,Middle Ages,-1.0,-1.0,-1.0,-1.0
12036,iron,Equestrian,German,1401,Middle Ages,-1.0,2.5,9.2,-1.0
1020,gilt,Frames,Tuscan,1440,Middle Ages,-1.0,-1.0,-1.0,-1.0
12465,silk,Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
5302,"porcelain,ware",Ceramics,China,960,Middle Ages,7.6,20.6,-1.0,-1.0
644,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,2.9
11242,bronze,Mirrors,Japan,794,Middle Ages,-1.0,10.5,-1.0,-1.0
7665,gold,Metal,Atlantic,700,Middle Ages,-1.0,-1.0,-1.0,-1.0
9800,color,Ceramics,China,700,Middle Ages,37.5,-1.0,14.3,-1.0
531,wood,Sculpture,China,960,Middle Ages,19.1,-1.0,-1.0,-1.0
368,silver,Metal,Peru,1000,Middle Ages,-1.0,-1.0,-1.0,3.8
4324,"copper,iron,steel",Mail,German,1400,Middle Ages,66.0,-1.0,-1.0,-1.0
10956,"color,ink,paper",Paintings,China,1367,Middle Ages,106.5,-1.0,24.8,-1.0
12842,bronze,Metalwork,China,1300,Middle Ages,1.4,-1.0,1.4,-1.0
10356,bronze,Sculpture,Indonesia,900,Middle Ages,9.2,-1.0,-1.0,-1.0
6447,gold,Coins,British,1488,Middle Ages,-1.0,-1.0,-1.0,-1.0
2674,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
6773,"gold,ink,paper",Paintings,India,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
3518,terracotta,Sculpture,China,618,Middle Ages,12.1,-1.0,6.4,-1.0
12050,gold,Metalwork,China,600,Middle Ages,1.9,2.9,-1.0,-1.0
4979,"alloy,copper,steel",Archery,Bohemian,1437,Middle Ages,-1.0,-1.0,6.2,31.9
11876,silver,Metalwork,Byzantine,659,Middle Ages,5.0,-1.0,30.3,-1.0
